Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-18,22-001,PHO,,GSW,W (+17),0,2:00,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
2,2,1977-10-23,22-006,PHO,@,LAL,W (+3),0,8:00,0,3,.000,0,0,,0,0,0,0,0,0,0,0,0,-2.1,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
3,3,1977-10-28,22-011,PHO,@,NOJ,L (-7),0,1:00,0,1,.000,0,0,,0,0,0,0,1,0,0,0,0,0.3,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
4,4,1977-10-29,22-012,PHO,@,HOU,L (-13),0,4:00,1,4,.250,0,0,,1,0,1,0,0,0,0,1,2,-0.1,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
5,5,1977-10-31,22-014,PHO,,SAS,L (-2),0,7:00,0,0,,0,0,,0,0,0,2,0,0,2,3,0,-1.8,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
6,6,1977-11-03,22-017,PHO,@,SAS,W (+21),0,13:00,1,8,.125,1,2,.500,2,0,2,1,2,0,2,2,3,-1.3,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
7,7,1977-11-04,22-018,PHO,@,WSB,L (-17),0,17:00,3,11,.273,2,3,.667,1,7,8,2,2,1,2,1,8,5.6,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
8,8,1977-11-05,22-019,PHO,@,CHI,L (-17),0,23:00,4,10,.400,2,2,1.000,2,3,5,3,1,0,1,3,10,7.8,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
9,9,1977-11-10,22-024,PHO,,NOJ,W (+16),0,11:00,3,6,.500,1,3,.333,0,1,1,2,1,0,0,0,7,5.9,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
10,10,1977-11-13,22-027,PHO,,IND,W (+9),0,7:00,1,2,.500,0,0,,0,1,1,1,1,0,1,0,2,2.0,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
11,11,1977-11-18,22-032,PHO,,CHI,W (+2),0,3:00,0,0,,0,0,,0,0,0,1,0,1,0,0,0,1.4,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
12,12,1977-11-20,22-034,PHO,,SAS,W (+22),0,16:00,2,5,.400,2,3,.667,1,0,1,2,1,0,2,3,6,2.8,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
13,13,1977-11-22,22-036,PHO,,LAL,W (+11),0,5:00,1,1,1.000,0,0,,0,0,0,1,0,0,0,0,2,2.4,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
14,14,1977-11-24,22-038,PHO,@,CLE,L (-15),0,9:00,1,3,.333,0,0,,0,0,0,3,0,0,1,1,2,1.0,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
15,15,1977-11-25,22-039,PHO,@,IND,W (+8),0,3:00,0,1,.000,0,0,,0,0,0,0,1,0,1,2,0,-1.5,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
16,16,1977-11-27,22-041,PHO,,DEN,W (+18),0,7:00,2,3,.667,0,0,,0,1,1,1,0,0,0,2,4,2.9,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
17,17,1977-11-29,22-043,PHO,@,POR,L (-12),0,1:00,1,2,.500,0,0,,0,0,0,1,0,0,0,1,2,1.3,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
18,18,1977-12-04,22-048,PHO,,ATL,L (-7),0,14:00,3,7,.429,0,0,,1,0,1,2,0,0,0,0,6,4.4,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
19,19,1977-12-06,22-050,PHO,@,KCK,W (+11),0,6:00,0,0,,0,0,,1,0,1,1,1,0,0,1,0,2.0,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
20,20,1977-12-07,22-051,PHO,@,DET,W (+6),0,9:00,0,5,.000,2,2,1.000,1,0,1,0,0,0,0,1,2,-1.2,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
21,21,1977-12-10,22-054,PHO,,HOU,W (+17),0,13:00,5,9,.556,0,0,,1,1,2,2,1,0,2,0,10,7.1,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
22,22,1977-12-14,22-058,PHO,,BUF,W (+10),0,10:00,2,4,.500,1,2,.500,1,0,1,0,0,0,1,0,5,2.3,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
23,23,1977-12-16,22-060,PHO,@,NOJ,W (+13),0,7:00,2,4,.500,0,0,,0,0,0,0,0,0,1,1,4,0.6,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
24,24,1977-12-17,22-061,PHO,@,HOU,W (+4),0,8:00,1,4,.250,2,2,1.000,0,1,1,1,1,0,1,1,4,2.2,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
25,25,1977-12-18,22-062,PHO,@,ATL,L (-5),0,13:00,1,9,.111,0,0,,1,0,1,3,0,0,2,1,2,-3.5,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
26,26,1977-12-20,22-064,PHO,@,NYK,W (+11),0,11:00,5,7,.714,0,0,,0,1,1,0,0,0,0,0,10,7.4,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
27,27,1977-12-21,22-065,PHO,@,PHI,L (-6),0,10:00,1,3,.333,0,0,,0,0,0,1,,,,3,2,,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
28,28,1977-12-23,22-067,PHO,,BOS,W (+19),0,12:00,5,11,.455,0,0,,1,1,2,1,0,0,0,1,10,5.6,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
29,29,1977-12-26,22-070,PHO,@,DEN,L (-19),0,17:00,2,4,.500,0,0,,0,0,0,4,0,0,2,6,4,0.4,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
30,30,1977-12-27,22-071,PHO,,SEA,W (+26),0,20:00,5,11,.455,5,5,1.000,1,0,1,3,1,0,4,2,15,8.3,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
31,31,1977-12-29,22-073,PHO,,KCK,W (+6),0,8:00,1,4,.250,0,0,,0,1,1,0,2,0,1,2,2,0.1,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
32,32,1977-12-30,22-074,PHO,@,SEA,L (-11),0,9:00,1,4,.250,3,4,.750,1,0,1,0,0,0,0,0,5,2.9,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
33,33,1978-01-03,22-078,PHO,@,MIL,W (+22),0,16:00,1,4,.250,2,2,1.000,0,2,2,1,0,0,4,2,4,-1.9,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
34,34,1978-01-04,22-079,PHO,@,NJN,L (-32),0,19:00,2,6,.333,2,2,1.000,0,4,4,1,1,1,4,3,6,1.0,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
35,35,1978-01-05,22-080,PHO,@,BOS,W (+10),0,3:00,0,1,.000,0,0,,0,0,0,2,0,0,0,0,0,0.7,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
36,36,1978-01-07,22-082,PHO,@,BUF,W (+10),0,9:00,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,-0.1,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
37,37,1978-01-11,22-086,PHO,,NOJ,W (+43),0,22:00,5,11,.455,1,1,1.000,0,3,3,6,0,0,1,2,11,8.6,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
38,38,1978-01-13,22-088,PHO,,DET,W (+11),0,12:00,3,5,.600,1,2,.500,0,1,1,2,0,0,1,0,7,5.0,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
39,39,1978-01-15,22-090,PHO,,CLE,W (+9),0,17:00,3,6,.500,3,3,1.000,1,0,1,1,0,0,0,2,9,6.6,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
40,40,1978-01-19,22-094,PHO,,NYK,W (+20),0,23:00,3,6,.500,2,2,1.000,1,1,2,6,0,0,2,3,8,7.0,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
41,41,1978-01-20,22-095,PHO,@,GSW,L (-15),0,17:00,4,5,.800,1,1,1.000,0,2,2,2,0,0,1,4,9,6.5,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
42,42,1978-01-22,22-097,PHO,,WSB,W (+13),0,10:00,1,1,1.000,1,1,1.000,3,0,3,1,1,0,2,0,3,4.5,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
43,43,1978-01-25,22-100,PHO,,HOU,W (+22),0,16:00,4,8,.500,0,0,,0,2,2,1,1,0,1,2,8,4.5,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
44,44,1978-01-27,22-102,PHO,,PHI,W (+9),0,17:00,3,8,.375,1,1,1.000,0,0,0,4,1,0,4,3,7,1.2,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
45,45,1978-01-29,22-104,PHO,,NJN,W (+31),0,23:00,4,7,.571,3,3,1.000,0,1,1,3,0,0,1,0,11,9.1,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
46,46,1978-01-31,22-106,PHO,@,KCK,W (+10),0,9:00,2,6,.333,0,0,,1,1,2,0,0,0,1,1,4,0.2,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
47,47,1978-02-01,22-107,PHO,@,DET,L (-7),0,12:00,2,3,.667,0,0,,0,2,2,3,1,0,2,1,4,4.0,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
48,48,1978-02-03,22-109,PHO,,MIL,W (+10),0,14:00,3,5,.600,1,1,1.000,1,1,2,1,0,0,5,2,7,0.6,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
49,49,1978-02-09,22-115,PHO,,ATL,W (+27),0,22:00,3,10,.300,0,0,,2,3,5,2,2,0,5,2,6,0.1,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
50,50,1978-02-12,22-118,PHO,,WSB,W (+12),0,9:00,0,2,.000,0,0,,0,1,1,1,1,0,0,0,0,0.6,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
51,51,1978-02-14,22-120,PHO,@,POR,L (-13),0,15:00,5,7,.714,0,0,,1,0,1,2,3,0,0,0,10,12.2,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
52,52,1978-02-16,22-122,PHO,,BOS,L (-3),0,10:00,1,2,.500,0,0,,0,2,2,3,0,0,0,4,2,2.1,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
53,53,1978-02-17,22-123,PHO,@,GSW,L (-19),0,14:00,2,5,.400,0,0,,1,1,2,3,2,0,0,1,4,6.0,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
54,54,1978-02-18,22-124,PHO,,IND,W (+13),0,16:00,4,6,.667,0,0,,3,1,4,1,2,0,3,2,8,6.7,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
55,55,1978-02-21,22-127,PHO,@,BUF,W (+3),0,12:00,1,7,.143,0,0,,1,1,2,1,0,0,0,1,2,-1.2,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
56,56,1978-02-22,22-128,PHO,@,ATL,L (-12),0,16:00,2,3,.667,0,0,,1,0,1,1,1,0,0,2,4,4.3,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
57,57,1978-02-24,22-130,PHO,@,WSB,L (-1),0,11:00,2,3,.667,0,0,,0,2,2,2,0,0,2,0,4,2.7,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
58,58,1978-02-25,22-131,PHO,@,NYK,L (-7),0,10:00,3,6,.500,3,4,.750,0,0,0,1,0,0,2,0,9,4.3,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
59,59,1978-02-28,22-134,PHO,@,CHI,L (-11),0,7:00,1,3,.333,0,0,,0,0,0,0,0,0,0,2,2,-0.5,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
60,60,1978-03-01,22-135,PHO,,DET,L (-13),0,18:00,3,8,.375,0,0,,0,0,0,4,0,0,1,1,6,3.0,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
61,61,1978-03-03,22-137,PHO,,MIL,W (+6),0,19:00,5,6,.833,6,6,1.000,0,1,1,1,2,0,2,1,16,14.4,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
62,62,1978-03-05,22-139,PHO,,PHI,L (-12),0,17:00,0,4,.000,0,0,,2,1,3,0,0,0,2,0,0,-3.1,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
63,63,1978-03-07,22-141,PHO,@,DEN,W (+14),0,5:00,1,2,.500,0,0,,0,0,0,2,0,0,2,1,2,0.0,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
64,64,1978-03-09,22-143,PHO,,CHI,W (+9),0,10:00,0,3,.000,0,0,,0,2,2,1,0,0,1,2,0,-2.6,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
65,65,1978-03-11,22-145,PHO,,LAL,W (+6),0,7:00,0,1,.000,0,0,,0,2,2,1,0,0,1,1,0,-0.8,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
66,66,1978-03-12,22-146,PHO,@,LAL,L (-16),0,8:00,2,5,.400,0,0,,0,1,1,1,1,0,2,0,4,1.3,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
67,67,1978-03-14,22-148,PHO,@,MIL,L (-15),0,18:00,2,6,.333,2,4,.500,2,0,2,2,1,0,1,3,6,3.4,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
68,68,1978-03-15,22-149,PHO,@,NJN,L (-19),0,18:00,2,6,.333,2,2,1.000,0,2,2,1,1,2,2,1,6,3.9,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
69,69,1978-03-17,22-151,PHO,@,BOS,L (-7),0,9:00,2,3,.667,0,0,,0,2,2,3,0,0,0,0,4,5.4,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
70,70,1978-03-19,22-153,PHO,@,CLE,W (+11),0,3:00,0,0,,0,0,,0,0,0,1,0,0,1,0,0,-0.3,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
71,71,1978-03-21,22-155,PHO,@,IND,L (-4),0,8:00,1,4,.250,0,0,,0,1,1,2,0,0,0,2,2,0.5,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
72,72,1978-03-23,22-157,PHO,,NYK,W (+12),0,10:00,1,6,.167,0,0,,0,2,2,1,0,0,1,3,2,-2.7,1978,bratzmi01,https://www.basketball-reference.com/players/b/bratzmi01/gamelog/1978
