Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-18,26-200,NJN,@,DET,L (-17),0,12:00,2,6,.333,1,2,.500,,,2,0,,,,3,5,,1978,basseti01,https://www.basketball-reference.com/players/b/basseti01/gamelog/1978
2,2,1977-10-21,26-203,NJN,,NOJ,L (-8),0,31:00,5,11,.455,3,4,.750,,,8,2,,,,4,13,,1978,basseti01,https://www.basketball-reference.com/players/b/basseti01/gamelog/1978
3,3,1977-10-26,26-208,NJN,,ATL,L (-3),0,18:00,2,2,1.000,2,2,1.000,,,3,2,,,,3,6,,1978,basseti01,https://www.basketball-reference.com/players/b/basseti01/gamelog/1978
4,4,1977-10-28,26-210,NJN,,BOS,W (+7),0,11:00,1,2,.500,0,0,,,,0,4,,,,1,2,,1978,basseti01,https://www.basketball-reference.com/players/b/basseti01/gamelog/1978
5,5,1977-11-02,26-215,NJN,,LAL,L (-5),0,9:00,2,5,.400,0,0,,3,2,5,0,0,0,0,1,4,3.6,1978,basseti01,https://www.basketball-reference.com/players/b/basseti01/gamelog/1978
6,6,1977-11-04,26-217,NJN,,PHI,L (-3),0,29:00,2,6,.333,0,0,,,,4,1,,,,5,4,,1978,basseti01,https://www.basketball-reference.com/players/b/basseti01/gamelog/1978
7,7,1977-11-09,26-222,NJN,@,PHI,L (-23),0,12:00,0,2,.000,0,2,.000,,,2,2,,,,2,0,,1978,basseti01,https://www.basketball-reference.com/players/b/basseti01/gamelog/1978
8,8,1977-11-11,26-224,NJN,,CHI,W (+2),0,27:00,0,2,.000,0,0,,0,3,3,2,2,1,2,2,0,0.8,1978,basseti01,https://www.basketball-reference.com/players/b/basseti01/gamelog/1978
9,9,1977-11-12,26-225,NJN,@,NYK,L (-11),0,20:00,3,6,.500,0,0,,,,1,1,,,,2,6,,1978,basseti01,https://www.basketball-reference.com/players/b/basseti01/gamelog/1978
10,10,1977-11-16,26-229,NJN,,MIL,L (-10),0,26:00,3,6,.500,0,0,,,,5,0,3,0,,6,6,,1978,basseti01,https://www.basketball-reference.com/players/b/basseti01/gamelog/1978
11,11,1977-11-18,26-231,NJN,,IND,L (-8),0,16:00,4,9,.444,1,1,1.000,,,8,0,,,,4,9,,1978,basseti01,https://www.basketball-reference.com/players/b/basseti01/gamelog/1978
12,12,1977-11-19,26-232,NJN,@,ATL,L (-15),0,9:00,1,3,.333,0,0,,0,0,0,1,,,,1,2,,1978,basseti01,https://www.basketball-reference.com/players/b/basseti01/gamelog/1978
13,13,1977-11-20,26-233,NJN,,DEN,L (-7),1,23:00,3,4,.750,2,2,1.000,2,7,9,0,0,0,0,5,8,7.9,1978,basseti01,https://www.basketball-reference.com/players/b/basseti01/gamelog/1978
14,14,1977-11-23,26-236,NJN,@,SAS,L (-13),0,28:00,5,11,.455,0,0,,,,9,3,1,2,1,3,10,,1978,basseti01,https://www.basketball-reference.com/players/b/basseti01/gamelog/1978
15,15,1977-11-25,26-238,NJN,@,LAL,L (-12),0,2:00,0,1,.000,0,0,,0,0,0,0,,,,1,0,,1978,basseti01,https://www.basketball-reference.com/players/b/basseti01/gamelog/1978
16,16,1977-11-26,26-239,NJN,@,POR,L (-12),0,10:00,0,1,.000,0,3,.000,0,1,1,0,1,0,0,2,0,-1.4,1978,basseti01,https://www.basketball-reference.com/players/b/basseti01/gamelog/1978
17,17,1977-11-27,26-240,NJN,@,SEA,W (+3),0,22:00,2,3,.667,1,2,.500,3,4,7,1,,,,1,5,,1978,basseti01,https://www.basketball-reference.com/players/b/basseti01/gamelog/1978
