Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-18,31-042,KCK,@,NYK,L (-7),1,37:00,7,12,.583,9,10,.900,,,2,2,3,0,,3,23,,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
2,2,1977-10-19,31-043,KCK,@,BUF,L (-4),1,36:00,7,13,.538,6,6,1.000,,,2,2,,,,4,20,,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
3,3,1977-10-21,31-045,KCK,,HOU,W (+1),1,38:00,5,13,.385,4,4,1.000,,,3,2,2,0,,4,14,,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
4,4,1977-10-22,31-046,KCK,@,IND,L (-5),1,37:00,6,13,.462,3,3,1.000,,,4,4,1,0,,5,15,,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
5,5,1977-10-25,31-049,KCK,@,PHI,L (-8),1,25:00,4,11,.364,0,0,,,,2,6,2,0,,1,8,,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
6,6,1977-10-27,31-051,KCK,@,CLE,W (+15),1,26:00,6,17,.353,4,4,1.000,0,4,4,1,1,0,1,2,16,7.6,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
7,7,1977-10-29,31-053,KCK,,WSB,W (+14),1,34:00,6,14,.429,2,2,1.000,,,6,4,,,,3,14,,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
8,8,1977-11-01,31-056,KCK,@,MIL,L (-20),1,34:00,6,16,.375,1,1,1.000,,,4,2,4,0,,2,13,,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
9,9,1977-11-02,31-057,KCK,,NOJ,W (+2),1,33:00,7,16,.438,4,6,.667,,,4,4,0,0,,4,18,,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
10,10,1977-11-04,31-059,KCK,,ATL,L (-1),1,37:00,6,16,.375,5,5,1.000,,,3,4,2,1,,5,17,,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
11,11,1977-11-06,31-061,KCK,@,SEA,W (+16),1,32:00,6,15,.400,7,8,.875,2,1,3,4,1,0,,3,19,,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
12,12,1977-11-08,31-063,KCK,@,POR,L (-26),1,29:00,6,12,.500,5,6,.833,1,1,2,4,0,0,2,0,17,12.4,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
13,13,1977-11-11,31-066,KCK,@,GSW,W (+1),1,32:00,9,17,.529,2,2,1.000,3,0,3,2,3,1,6,3,20,11.7,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
14,14,1977-11-12,31-067,KCK,@,DEN,L (-5),1,28:00,5,11,.455,7,8,.875,2,3,5,1,0,0,4,2,17,9.1,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
15,15,1977-11-15,31-070,KCK,@,SAS,L (-6),1,36:00,8,15,.533,2,2,1.000,,,1,4,0,0,3,4,18,,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
16,16,1977-11-19,31-074,KCK,,WSB,L (-6),1,38:00,10,18,.556,8,9,.889,,,1,3,,,,6,28,,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
17,17,1977-11-23,31-078,KCK,,MIL,L (-6),1,32:00,4,9,.444,4,4,1.000,,,2,5,1,0,,3,12,,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
18,18,1977-11-26,31-081,KCK,,BOS,W (+2),1,36:00,8,17,.471,0,0,,,,2,6,,,,0,16,,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
19,19,1977-11-27,31-082,KCK,@,NOJ,L (-9),1,30:00,6,22,.273,2,2,1.000,,,6,6,3,0,,4,14,,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
20,20,1977-11-30,31-085,KCK,,SEA,L (-2),0,22:00,1,7,.143,5,6,.833,0,3,3,1,2,0,,0,7,,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
21,21,1977-12-02,31-087,KCK,,DET,W (+11),0,29:00,4,18,.222,8,12,.667,,,4,7,0,1,,1,16,,1978,boonero01,https://www.basketball-reference.com/players/b/boonero01/gamelog/1978
