Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1976-11-11,21-312,IND,@,PHO,L (-10),0,11:00,1,1,1.000,1,2,.500,0,1,1,0,0,1,3,3,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
2,2,1976-11-12,21-313,IND,@,LAL,L (-11),0,5:00,1,3,.333,1,2,.500,,,2,1,,,1,3,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
3,3,1976-11-17,21-318,IND,@,PHI,W (+6),0,23:00,6,10,.600,0,3,.000,,,9,0,,,5,12,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
4,4,1976-11-18,21-319,IND,,DET,W (+5),0,14:00,1,4,.250,1,5,.200,,,6,4,2,,0,3,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
5,5,1976-11-24,21-325,IND,,ATL,W (+22),0,17:00,2,5,.400,0,0,,,,3,1,,,3,4,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
6,6,1976-11-26,21-327,IND,,MIL,W (+11),0,7:00,1,1,1.000,2,2,1.000,,,3,0,0,0,1,4,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
7,7,1976-11-27,21-328,IND,@,DEN,L (-9),0,5:00,1,3,.333,0,0,,0,0,0,0,0,0,0,2,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
8,8,1976-11-28,21-329,IND,@,POR,L (-30),0,20:00,2,5,.400,6,6,1.000,1,3,4,1,2,1,4,10,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
9,9,1976-12-01,21-332,IND,,POR,L (-1),0,7:00,3,6,.500,0,2,.000,1,2,3,0,0,0,0,6,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
10,10,1976-12-03,21-334,IND,,CLE,W (+3),0,3:00,0,1,.000,0,0,,0,0,0,0,0,0,1,0,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
11,11,1976-12-04,21-335,IND,@,HOU,L (-12),0,20:00,2,10,.200,2,4,.500,,,6,1,1,0,4,6,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
12,12,1976-12-07,21-338,IND,@,BUF,W (+4),0,7:00,1,4,.250,1,3,.333,,,4,0,,0,3,3,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
13,13,1976-12-10,21-341,IND,@,WSB,L (-10),0,10:00,2,4,.500,0,3,.000,,,3,2,,,1,4,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
14,14,1976-12-11,21-342,IND,,BUF,W (+8),0,11:00,3,4,.750,1,1,1.000,,,2,0,,,2,7,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
15,15,1976-12-15,21-346,IND,,SAS,W (+14),0,6:00,0,3,.000,0,0,,,,2,0,0,0,0,0,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
16,16,1976-12-16,21-347,IND,@,CLE,L (-6),0,9:00,1,3,.333,3,4,.750,0,2,2,0,0,0,0,5,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
17,17,1976-12-17,21-348,IND,@,DET,L (-9),0,2:00,0,1,.000,0,0,,0,0,0,0,0,,0,0,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
18,18,1976-12-18,21-349,IND,,PHI,L (-4),0,16:00,3,7,.429,0,0,,,,4,0,,,4,6,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
19,19,1976-12-21,21-352,IND,@,NOJ,L (-10),0,4:00,0,1,.000,2,2,1.000,0,0,0,0,0,0,1,2,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
20,20,1976-12-23,21-354,IND,,NYN,W (+2),0,8:00,1,2,.500,1,1,1.000,0,0,0,0,,,2,3,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
21,21,1976-12-26,21-357,IND,,HOU,L (-14),0,5:00,0,2,.000,0,0,,,,1,0,,,0,0,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
22,22,1976-12-28,21-359,IND,,WSB,L (-6),0,7:00,0,1,.000,0,0,,,,1,0,,0,4,0,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
23,23,1976-12-30,21-361,IND,,NOJ,W (+7),0,3:00,0,2,.000,0,0,,0,0,0,0,,,2,0,1977,benneme01,https://www.basketball-reference.com/players/b/benneme01/gamelog/1977
