Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1978-10-13,26-339,CHI,@,SEA,L (-18),1,23:00,0,6,.000,4,4,1.000,1,1,2,2,0,2,1,6,4,0.2,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
2,2,1978-10-15,26-341,CHI,@,POR,W (+11),1,33:00,6,10,.600,0,2,.000,1,3,4,6,4,0,8,5,12,6.4,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
3,3,1978-10-17,26-343,CHI,@,SDC,L (-5),1,32:00,11,21,.524,2,3,.667,1,1,2,0,3,0,1,6,24,13.9,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
4,4,1978-10-20,26-346,CHI,,SDC,L (-16),1,40:00,2,9,.222,2,3,.667,0,0,0,5,1,0,1,4,6,2.0,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
5,5,1978-10-21,26-347,CHI,@,CLE,L (-9),1,35:00,5,10,.500,0,0,,1,2,3,2,0,0,3,6,10,2.3,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
6,6,1978-10-24,26-350,CHI,,KCK,L (-6),1,27:00,8,9,.889,0,0,,0,1,1,2,1,0,5,6,16,8.2,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
7,7,1978-10-27,26-353,CHI,,PHO,L (-5),1,45:00,14,20,.700,2,2,1.000,1,3,4,4,2,0,4,2,30,23.2,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
8,8,1978-10-28,26-354,CHI,@,ATL,L (-24),1,25:00,7,14,.500,5,6,.833,0,4,4,2,0,1,7,2,19,7.1,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
9,9,1978-10-31,26-357,CHI,@,NOJ,L (-5),1,35:00,4,13,.308,0,0,,0,5,5,2,3,0,1,4,8,3.8,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
10,10,1978-11-01,26-358,CHI,@,BOS,L (-6),1,41:00,6,18,.333,6,6,1.000,0,3,3,4,1,0,4,6,18,6.1,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
11,11,1978-11-03,26-360,CHI,,DET,L (-6),1,33:00,6,18,.333,1,2,.500,3,2,5,6,1,1,3,2,13,7.2,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
12,12,1978-11-04,26-361,CHI,,IND,W (+13),1,34:00,6,10,.600,2,4,.500,0,2,2,4,3,0,1,1,14,13.6,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
13,13,1978-11-07,26-364,CHI,,LAL,L (-1),1,28:00,6,12,.500,0,0,,0,1,1,4,2,0,2,6,12,6.7,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
14,14,1978-11-10,27-002,CHI,@,DET,L (-14),1,24:00,3,9,.333,0,0,,1,1,2,1,0,0,3,0,6,-0.4,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
15,15,1978-11-11,27-003,CHI,,NJN,L (-13),1,33:00,6,14,.429,2,2,1.000,0,1,1,3,2,0,3,3,14,6.8,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
16,16,1978-11-15,27-007,CHI,@,HOU,W (+14),1,36:00,8,13,.615,5,7,.714,2,4,6,6,2,0,2,2,21,20.3,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
17,17,1978-11-17,27-009,CHI,@,GSW,W (+11),1,25:00,3,9,.333,0,0,,1,3,4,4,2,0,4,4,6,1.7,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
18,18,1978-11-19,27-011,CHI,@,LAL,L (-9),1,31:00,5,16,.313,0,0,,1,2,3,0,1,0,6,3,10,-4.1,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
19,19,1978-11-22,27-014,CHI,@,SEA,L (-2),1,22:00,2,11,.182,2,2,1.000,0,3,3,4,2,0,2,4,6,1.2,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
20,20,1978-11-24,27-016,CHI,@,POR,W (+1),1,11:00,1,2,.500,0,0,,0,1,1,1,0,0,3,1,2,-1.4,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
21,21,1978-11-26,27-018,CHI,@,PHO,L (-16),1,28:00,3,10,.300,0,0,,1,0,1,2,4,0,1,2,6,4.5,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
22,22,1978-11-28,27-020,CHI,,PHO,W (+12),0,13:00,1,6,.167,0,0,,2,0,2,3,1,0,1,1,2,1.3,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
23,23,1978-12-02,27-024,CHI,,HOU,W (+14),0,24:00,6,8,.750,0,0,,0,3,3,3,1,0,1,3,12,10.6,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
24,24,1978-12-05,27-027,CHI,,PHI,W (+5),0,36:00,6,15,.400,4,5,.800,4,3,7,1,2,0,4,4,16,8.3,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
25,25,1978-12-08,27-030,CHI,,POR,W (+1),0,34:00,7,14,.500,2,3,.667,2,7,9,6,2,1,0,1,16,18.6,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
26,26,1978-12-09,27-031,CHI,@,NYK,W (+5),0,33:00,4,10,.400,2,2,1.000,0,3,3,2,1,0,3,2,10,4.1,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
27,27,1978-12-12,27-034,CHI,,GSW,W (+5),0,32:00,5,12,.417,2,2,1.000,1,1,2,5,1,0,1,2,12,9.3,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
28,28,1978-12-15,27-037,CHI,,NYK,L (-24),0,14:00,2,5,.400,0,0,,0,1,1,3,0,0,1,0,4,2.7,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
29,29,1978-12-16,27-038,CHI,,CLE,W (+8),0,35:00,6,10,.600,2,3,.667,0,3,3,5,4,0,2,3,14,14.2,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
30,30,1978-12-17,27-039,CHI,@,MIL,L (-16),0,17:00,0,3,.000,0,0,,0,0,0,3,0,0,2,5,0,-4.0,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
31,31,1978-12-19,27-041,CHI,,ATL,W (+6),0,24:00,1,5,.200,2,2,1.000,2,2,4,2,1,0,2,6,4,0.9,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
32,32,1978-12-20,27-042,CHI,@,SAS,L (-29),0,24:00,4,12,.333,0,0,,1,3,4,7,2,0,1,2,8,7.9,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
33,33,1978-12-22,27-044,CHI,,SAS,L (-11),0,27:00,3,7,.429,0,0,,0,0,0,3,3,0,2,2,6,4.6,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
34,34,1978-12-26,27-048,CHI,@,SDC,L (-6),0,34:00,5,11,.455,6,6,1.000,0,3,3,2,0,0,0,1,16,12.2,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
35,35,1978-12-28,27-050,CHI,@,DEN,W (+4),0,31:00,7,14,.500,4,4,1.000,1,2,3,2,0,0,2,2,18,10.9,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
36,36,1978-12-29,27-051,CHI,,DEN,W (+6),0,26:00,5,12,.417,8,9,.889,2,2,4,5,2,0,0,4,18,17.1,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
37,37,1979-01-02,27-055,CHI,@,WSB,L (-23),0,31:00,6,12,.500,2,2,1.000,1,1,2,1,1,0,0,2,14,9.9,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
38,38,1979-01-03,27-056,CHI,@,PHI,L (-13),1,26:00,3,8,.375,3,3,1.000,0,3,3,4,2,0,2,3,9,7.1,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
39,39,1979-01-05,27-058,CHI,,MIL,W (+5),0,25:00,5,8,.625,1,2,.500,2,0,2,1,0,1,0,1,11,9.4,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
40,40,1979-01-09,27-062,CHI,,GSW,L (-2),0,27:00,5,9,.556,3,3,1.000,2,1,3,2,0,0,3,2,13,8.0,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
41,41,1979-01-10,27-063,CHI,@,NJN,W (+4),0,15:00,0,5,.000,1,2,.500,0,1,1,3,1,0,0,1,1,0.1,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
42,42,1979-01-12,27-065,CHI,,ATL,L (-7),0,18:00,0,4,.000,3,4,.750,0,2,2,4,0,1,0,2,3,3.1,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
43,43,1979-01-14,27-067,CHI,@,MIL,L (-5),0,31:00,8,15,.533,0,2,.000,0,1,1,1,5,0,4,2,16,9.1,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
44,44,1979-01-19,27-072,CHI,,WSB,L (-11),0,20:00,4,7,.571,0,0,,1,1,2,3,1,0,0,1,8,8.4,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
45,45,1979-01-20,27-073,CHI,,SEA,L (-6),0,29:00,7,12,.583,1,1,1.000,1,2,3,6,1,0,3,1,15,12.5,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
46,46,1979-01-21,27-074,CHI,@,CLE,L (-1),0,33:00,6,10,.600,1,3,.333,0,2,2,6,2,0,1,0,13,13.4,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
47,47,1979-01-23,27-076,CHI,,BOS,W (+10),0,28:00,5,10,.500,2,3,.667,2,1,3,1,1,1,3,3,12,6.5,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
48,48,1979-01-26,27-079,CHI,,SDC,L (-16),0,37:00,9,18,.500,1,2,.500,0,3,3,4,2,0,5,4,19,8.7,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
49,49,1979-01-28,27-081,CHI,@,DEN,L (-11),1,38:00,8,17,.471,0,0,,1,2,3,5,1,0,1,2,16,11.3,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
50,50,1979-01-30,27-083,CHI,,SAS,L (-4),1,16:00,4,7,.571,0,0,,0,1,1,2,0,0,1,6,8,3.0,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
51,51,1979-02-01,27-085,CHI,,PHI,L (-23),1,38:00,11,18,.611,5,6,.833,0,3,3,5,2,0,5,1,27,19.4,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
52,52,1979-02-02,27-086,CHI,,NOJ,W (+6),1,30:00,2,11,.182,0,0,,2,0,2,4,2,0,1,2,4,1.5,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
53,53,1979-02-06,27-090,CHI,,IND,W (+3),1,38:00,7,16,.438,2,2,1.000,1,2,3,5,2,0,1,3,16,12.2,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
54,54,1979-02-09,27-093,CHI,,KCK,L (-10),1,28:00,7,12,.583,2,2,1.000,3,2,5,4,0,0,8,6,16,5.5,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
55,55,1979-02-11,27-095,CHI,@,IND,L (-2),1,44:00,3,11,.273,3,4,.750,1,4,5,6,1,0,1,3,9,7.0,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
56,56,1979-02-13,27-097,CHI,,DEN,L (-10),1,27:00,2,7,.286,1,2,.500,2,2,4,5,2,0,2,3,5,4.8,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
57,57,1979-02-16,27-100,CHI,,NYK,W (+3),1,30:00,6,8,.750,0,0,,0,1,1,4,2,0,1,5,12,10.9,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
58,58,1979-02-18,27-102,CHI,@,KCK,L (-23),1,30:00,8,13,.615,3,3,1.000,0,3,3,5,1,0,2,3,19,15.3,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
59,59,1979-02-20,27-104,CHI,,POR,W (+2),1,43:00,4,13,.308,4,4,1.000,2,4,6,6,4,0,2,2,12,12.5,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
60,60,1979-02-23,27-107,CHI,@,NOJ,L (-9),1,28:00,2,8,.250,3,4,.750,1,4,5,5,4,0,4,4,7,5.6,1979,hollawi01,https://www.basketball-reference.com/players/h/hollawi01/gamelog/1979
