Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1973-10-19,27-326,CAP,@,CHI,L (-14),1,,1,5,.200,2,4,.500,,,8,0,,,2,4,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
2,2,1973-10-20,27-327,CAP,,BOS,W (+9),,32:00,3,5,.600,0,0,,,,7,0,,,5,6,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
3,3,1973-10-21,27-328,CAP,,CHI,L (-8),1,25:00,1,4,.250,1,2,.500,6,2,8,0,0,,5,3,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
4,4,1973-10-23,27-330,CAP,@,NYK,W (+17),,36:00,2,12,.167,2,2,1.000,,,18,0,,,2,6,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
5,5,1973-10-28,27-335,CAP,,PHI,W (+20),,32:00,2,6,.333,4,4,1.000,,,6,2,,,0,8,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
6,6,1973-11-03,27-341,CAP,@,PHI,W (+28),,40:00,4,11,.364,1,1,1.000,,,15,0,,,4,9,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
7,7,1973-11-04,27-342,CAP,,PHO,W (+3),1,37:00,2,8,.250,5,8,.625,1,5,6,0,0,1,3,9,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
8,8,1973-11-07,27-345,CAP,@,HOU,W (+14),,17:00,3,5,.600,0,0,,,,4,0,,,5,6,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
9,9,1973-11-09,27-347,CAP,@,KCO,W (+13),,25:00,2,6,.333,2,2,1.000,,,7,0,,,6,6,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
10,10,1973-11-11,27-349,CAP,,MIL,L (-19),1,24:00,1,7,.143,1,2,.500,,,9,1,,1,2,3,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
11,11,1973-11-17,27-355,CAP,@,ATL,W (+6),,13:00,1,3,.333,0,0,,,,5,0,,,4,2,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
12,12,1973-11-18,27-356,CAP,,BUF,L (-11),0,13:00,0,3,.000,0,0,,,,3,0,,,2,0,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
13,13,1973-11-21,27-359,CAP,,LAL,L (-9),1,30:00,6,14,.429,2,2,1.000,7,9,16,0,1,,5,14,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
14,14,1973-11-23,27-361,CAP,,ATL,W (+15),,19:00,1,6,.167,2,4,.500,,,10,0,,,1,4,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
15,15,1973-11-25,27-363,CAP,,NYK,W (+28),,13:00,0,1,.000,0,0,,,,2,0,,,1,0,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
16,16,1973-11-28,28-001,CAP,@,BOS,L (-7),,5:00,0,1,.000,0,0,,,,1,1,,,1,0,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
17,17,1973-11-30,28-003,CAP,@,BUF,W (+8),0,6:00,0,1,.000,1,2,.500,,,1,1,,,1,1,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
18,18,1973-12-02,28-005,CAP,,SEA,W (+2),,14:00,0,3,.000,0,0,,,,2,0,,,1,0,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
19,19,1973-12-05,28-008,CAP,@,HOU,L (-20),,8:00,1,3,.333,1,2,.500,,,5,0,,,0,3,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
20,20,1973-12-07,28-010,CAP,@,PHO,L (-22),0,10:00,1,3,.333,0,0,,0,2,2,0,1,0,0,2,1974,leaksma01,https://www.basketball-reference.com/players/l/leaksma01/gamelog/1974
