Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1976-10-21,30-213,LAL,@,NYK,L (-5),1,31:00,1,7,.143,0,0,,,,5,3,,,1,2,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
2,2,1976-10-22,30-214,LAL,@,WSB,W (+19),1,34:00,2,6,.333,0,0,,,,8,7,,,2,4,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
3,3,1976-10-24,30-216,LAL,@,CLE,L (-5),1,34:00,3,7,.429,2,2,1.000,2,2,4,3,1,0,6,8,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
4,4,1976-10-26,30-218,LAL,@,KCK,L (-2),1,20:00,0,0,,0,0,,,,2,3,0,0,1,0,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
5,5,1976-10-29,30-221,LAL,,ATL,W (+17),1,26:00,4,9,.444,0,2,.000,,,4,1,,,3,8,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
6,6,1976-10-31,30-223,LAL,,DET,W (+20),1,19:00,2,10,.200,0,0,,,,6,2,,,0,4,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
7,7,1976-11-05,30-228,LAL,,NYK,L (-5),1,23:00,2,6,.333,2,2,1.000,,,4,3,,,3,6,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
8,8,1976-11-07,30-230,LAL,,KCK,W (+11),1,32:00,4,7,.571,1,2,.500,,,4,4,2,0,4,9,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
9,9,1976-11-09,30-232,LAL,@,BUF,L (-5),1,45:00,2,9,.222,3,4,.750,,,10,9,,,5,7,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
10,10,1976-11-10,30-233,LAL,@,BOS,L (-5),1,35:00,3,6,.500,0,0,,,,2,6,,,4,6,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
11,11,1976-11-12,30-235,LAL,,IND,W (+11),1,30:00,0,6,.000,0,0,,,,5,5,,,1,0,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
12,12,1976-11-14,30-237,LAL,,CLE,L (-2),1,40:00,5,10,.500,2,2,1.000,2,4,6,5,3,0,1,12,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
13,13,1976-11-19,30-242,LAL,,GSW,W (+22),1,30:00,3,8,.375,0,0,,3,3,6,1,0,0,2,6,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
14,14,1976-11-21,30-244,LAL,,NYN,W (+5),1,37:00,2,7,.286,3,3,1.000,,,9,8,,,4,7,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
15,15,1976-11-23,30-246,LAL,@,MIL,W (+3),1,35:00,2,4,.500,0,0,,,,7,3,2,0,2,4,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
16,16,1976-11-24,30-247,LAL,@,DEN,L (-10),1,20:00,2,4,.500,0,0,,0,1,1,0,2,0,3,4,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
17,17,1976-11-26,30-249,LAL,,POR,W (+3),1,42:00,3,7,.429,0,0,,3,0,3,5,5,2,3,6,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
18,18,1976-11-28,30-251,LAL,,CHI,W (+19),1,29:00,0,3,.000,0,0,,2,0,2,5,3,0,1,0,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
19,19,1976-11-30,30-253,LAL,,WSB,W (+7),1,26:00,1,4,.250,0,0,,,,2,4,,,5,2,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
20,20,1976-12-03,30-256,LAL,,SAS,W (+9),1,38:00,5,7,.714,0,0,,,,8,4,4,2,3,10,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
21,21,1976-12-04,30-257,LAL,@,GSW,L (-2),1,38:00,7,9,.778,0,0,,2,2,4,3,3,1,6,14,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
22,22,1976-12-07,30-260,LAL,@,CHI,L (-8),1,38:00,0,5,.000,0,0,,1,4,5,6,2,1,3,0,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
23,23,1976-12-08,30-261,LAL,@,IND,L (-13),1,38:00,4,9,.444,0,0,,,,6,7,2,,3,8,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
24,24,1976-12-10,30-263,LAL,,HOU,W (+10),1,29:00,1,6,.167,3,5,.600,,,4,3,,,2,5,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
25,25,1976-12-12,30-265,LAL,,DEN,W (+29),1,33:00,3,6,.500,0,0,,3,7,10,3,2,1,2,6,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
26,26,1976-12-14,30-267,LAL,@,ATL,L (-2),1,34:00,4,6,.667,1,1,1.000,,,5,6,,,2,9,1977,chanedo01,https://www.basketball-reference.com/players/c/chanedo01/gamelog/1977
