Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,session,player,gamelog_url
1,1,1975-10-24,29-099,SDS,,DNA,L (-12),1,18:00,4,7,0.571,0,1,0.0,6,6,1.0,,,4,4,,,,2,14,,1976,https://www.basketball-reference.com/players/w/warrebo01/gamelog/1976/aba/
2,2,1975-10-25,29-100,SDS,@,UTS,W (+2),0,18:00,0,3,0.0,0,0,,4,4,1.0,,,2,2,,,,4,4,,1976,https://www.basketball-reference.com/players/w/warrebo01/gamelog/1976/aba/
3,3,1975-10-26,29-101,SDS,@,SSL,L (-16),0,24:00,4,8,0.5,0,1,0.0,0,0,,3.0,3.0,6,4,1.0,0.0,0.0,2,8,,1976,https://www.basketball-reference.com/players/w/warrebo01/gamelog/1976/aba/
4,4,1975-10-30,29-105,SDS,@,SAA,L (-2),0,,0,3,0.0,0,0,,0,0,,,,3,0,0.0,1.0,1.0,1,0,,1976,https://www.basketball-reference.com/players/w/warrebo01/gamelog/1976/aba/
5,5,1975-11-01,29-107,SDS,,VIR,L (-4),0,7:00,1,2,0.5,0,0,,0,0,,,,1,0,,,,3,2,,1976,https://www.basketball-reference.com/players/w/warrebo01/gamelog/1976/aba/
6,6,1975-11-02,29-108,SDS,,SAA,W (+3),1,,7,14,0.5,0,0,,6,7,0.857,,,9,3,1.0,1.0,3.0,6,20,,1976,https://www.basketball-reference.com/players/w/warrebo01/gamelog/1976/aba/
7,7,1975-11-05,29-111,SDS,@,VIR,W (+14),1,34:00,8,14,0.571,0,0,,4,4,1.0,,,10,5,,,,3,20,,1976,https://www.basketball-reference.com/players/w/warrebo01/gamelog/1976/aba/
8,8,1975-11-07,29-113,SDS,@,KEN,L (-5),1,43:00,2,10,0.2,0,0,,2,2,1.0,,,8,3,,,2.0,3,6,,1976,https://www.basketball-reference.com/players/w/warrebo01/gamelog/1976/aba/
9,9,1975-11-08,29-114,SDS,@,SAA,L (-23),1,39:00,7,14,0.5,1,1,1.0,2,3,0.667,,,6,1,0.0,1.0,,5,17,,1976,https://www.basketball-reference.com/players/w/warrebo01/gamelog/1976/aba/
10,10,1975-11-09,29-115,SDS,@,SSL,L (-3),1,45:00,3,6,0.5,0,0,,4,6,0.667,6.0,4.0,10,1,4.0,0.0,7.0,6,10,,1976,https://www.basketball-reference.com/players/w/warrebo01/gamelog/1976/aba/
