Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1977-10-18,22-168,NYK,,KCK,W (+7),0,15:00,5,8,.625,2,4,.500,,,7,0,0,0,,5,12,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
2,2,1977-10-22,22-172,NYK,,WSB,W (+26),0,17:00,8,9,.889,1,2,.500,,,6,0,,,,4,17,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
3,3,1977-10-25,22-175,NYK,,CLE,L (-5),0,14:00,5,7,.714,1,1,1.000,2,1,3,1,1,0,4,6,11,5.1,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
4,4,1977-10-26,22-176,NYK,@,NOJ,L (-17),0,31:00,6,12,.500,4,6,.667,,,10,3,,,,3,16,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
5,5,1977-10-29,22-179,NYK,,DET,W (+7),0,16:00,3,9,.333,0,0,,,,4,1,,,,3,6,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
6,6,1977-11-01,22-182,NYK,@,POR,L (-9),0,8:00,1,4,.250,0,0,,1,1,2,1,0,0,0,3,2,0.1,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
7,7,1977-11-04,22-185,NYK,@,SEA,W (+3),0,4:00,0,1,.000,0,0,,0,1,1,0,0,,,2,0,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
8,8,1977-11-06,22-187,NYK,@,LAL,W (+4),0,13:00,2,2,1.000,0,2,.000,1,2,3,1,0,1,0,1,4,4.9,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
9,9,1977-11-08,22-189,NYK,,SAS,W (+6),0,20:00,7,11,.636,2,3,.667,,,7,0,0,0,2,2,16,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
10,10,1977-11-09,22-190,NYK,@,BUF,L (-11),0,10:00,1,4,.250,0,0,,,,3,1,,,,2,2,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
11,11,1977-11-11,22-192,NYK,@,PHI,L (-8),0,7:00,1,3,.333,3,5,.600,,,2,0,,,,2,5,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
12,12,1977-11-12,22-193,NYK,,NJN,W (+11),0,9:00,1,1,1.000,0,0,,,,5,0,,,,2,2,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
13,13,1977-11-15,22-196,NYK,,NOJ,W (+3),0,12:00,2,4,.500,2,2,1.000,,,4,0,,,,5,6,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
14,14,1977-11-18,22-199,NYK,@,WSB,L (-20),0,20:00,6,8,.750,0,0,,,,4,0,,,,4,12,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
15,15,1977-11-19,22-200,NYK,,IND,W (+2),0,23:00,5,8,.625,5,5,1.000,,,4,1,,,,2,15,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
16,16,1977-11-22,22-203,NYK,,BUF,L (-1),0,10:00,1,5,.200,0,0,,,,2,0,,,,1,2,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
17,17,1977-11-25,22-206,NYK,@,BOS,L (-2),0,9:00,2,4,.500,0,0,,,,1,0,,,,3,4,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
18,18,1977-11-28,22-209,NYK,,HOU,W (+18),0,24:00,5,10,.500,0,0,,,,4,0,0,,,4,10,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
19,19,1977-11-29,22-210,NYK,@,HOU,L (-17),0,14:00,4,9,.444,2,4,.500,,,4,0,0,,,0,10,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
20,20,1977-12-01,22-212,NYK,@,SAS,L (-4),0,15:00,2,7,.286,1,2,.500,,,1,0,0,1,0,2,5,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
21,21,1977-12-03,22-214,NYK,,MIL,L (-7),0,16:00,2,4,.500,0,0,,,,5,0,1,1,,2,4,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
22,22,1977-12-06,22-217,NYK,,BOS,W (+3),0,11:00,0,1,.000,1,2,.500,,,1,0,,,,0,1,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
23,23,1977-12-10,22-221,NYK,,POR,L (-1),0,2:00,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
24,24,1977-12-13,22-224,NYK,,ATL,W (+1),0,5:00,0,0,,2,2,1.000,,,2,0,,,,2,2,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
25,25,1977-12-14,22-225,NYK,@,IND,W (+3),0,5:00,0,2,.000,0,0,,,,3,0,,,,0,0,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
26,26,1977-12-16,22-227,NYK,@,MIL,L (-2),0,10:00,3,6,.500,0,0,,,,5,0,1,0,,0,6,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
27,27,1977-12-17,22-228,NYK,,CHI,W (+9),0,26:00,10,11,.909,2,2,1.000,1,2,3,1,1,0,3,3,22,17.1,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
28,28,1977-12-20,22-231,NYK,,PHO,L (-11),0,17:00,3,8,.375,0,0,,1,5,6,1,0,2,1,3,6,3.7,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
29,29,1977-12-22,22-233,NYK,@,CLE,L (-12),0,10:00,0,2,.000,0,0,,0,0,0,1,0,0,0,0,0,-0.7,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
30,30,1977-12-25,22-236,NYK,,PHI,W (+3),0,5:00,0,0,,0,0,,,,1,0,,,,2,0,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
31,31,1977-12-29,22-240,NYK,@,NJN,W (+8),0,21:00,2,7,.286,3,5,.600,,,6,0,,,,3,7,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
32,32,1977-12-30,22-241,NYK,,NOJ,W (+2),0,6:00,1,3,.333,0,0,,,,1,0,,,,2,2,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
33,33,1978-01-01,22-243,NYK,,CLE,W (+9),0,6:00,0,1,.000,0,0,,0,0,0,0,0,0,1,2,0,-2.5,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
34,34,1978-01-03,22-245,NYK,,LAL,L (-3),0,5:00,1,1,1.000,2,2,1.000,0,0,0,1,0,0,2,4,4,0.8,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
35,35,1978-01-06,22-248,NYK,@,CHI,W (+2),0,21:00,1,3,.333,0,0,,1,2,3,0,0,0,4,5,2,-4.4,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
36,36,1978-01-07,22-249,NYK,@,KCK,W (+7),0,15:00,1,3,.333,2,2,1.000,,,6,1,1,1,,2,4,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
37,37,1978-01-10,22-252,NYK,@,POR,L (-13),0,21:00,8,11,.727,1,3,.333,2,3,5,1,0,0,0,4,17,13.1,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
38,38,1978-01-13,22-255,NYK,@,GSW,L (-13),0,11:00,2,5,.400,0,0,,0,2,2,0,0,0,0,4,4,0.3,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
39,39,1978-01-15,22-257,NYK,@,SEA,L (-6),1,20:00,3,6,.500,0,0,,0,1,1,1,,,,4,6,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
40,40,1978-01-17,22-259,NYK,@,LAL,L (-13),0,26:00,4,6,.667,2,2,1.000,3,6,9,1,1,1,2,5,10,9.7,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
41,41,1978-01-19,22-261,NYK,@,PHO,L (-20),0,24:00,6,13,.462,0,0,,4,4,8,0,2,0,3,5,12,6.3,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
42,42,1978-01-22,22-264,NYK,@,DEN,W (+2),0,9:00,5,7,.714,0,0,,0,2,2,0,0,0,4,1,10,3.3,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
43,43,1978-01-24,22-266,NYK,,GSW,W (+2),0,2:00,1,1,1.000,0,0,,0,0,0,0,0,0,1,0,2,0.7,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
44,44,1978-01-26,22-268,NYK,,KCK,W (+7),0,13:00,2,4,.500,3,4,.750,,,2,1,1,0,,2,7,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
45,45,1978-01-27,22-269,NYK,@,ATL,L (-9),0,4:00,1,2,.500,0,0,,0,0,0,1,,,,1,2,,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
46,46,1978-01-28,22-270,NYK,,CHI,W (+12),0,22:00,8,16,.500,0,0,,3,3,6,0,1,0,1,4,16,9.4,1978,knighto01,https://www.basketball-reference.com/players/k/knighto01/gamelog/1978
