Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,session,player,gamelog_url
1,1,1949-11-02,32-048,BLB,@,WSC,L (-5),,,3,,,7,10,.700,,,,13,1950,jeannbu01,https://www.basketball-reference.com/players/j/jeannbu01/gamelog/1950
2,2,1949-11-03,32-049,BLB,,STB,L (-16),,,3,,,0,0,,,,,6,1950,jeannbu01,https://www.basketball-reference.com/players/j/jeannbu01/gamelog/1950
3,3,1949-11-05,32-051,BLB,,MNL,L (-15),,,2,,,10,13,.769,,,1,14,1950,jeannbu01,https://www.basketball-reference.com/players/j/jeannbu01/gamelog/1950
4,4,1949-11-10,32-056,BLB,,WSC,L (-16),,,2,,,5,5,1.000,,,,9,1950,jeannbu01,https://www.basketball-reference.com/players/j/jeannbu01/gamelog/1950
5,5,1949-11-12,32-058,BLB,,FTW,W (+7),,,1,,,9,13,.692,,,,11,1950,jeannbu01,https://www.basketball-reference.com/players/j/jeannbu01/gamelog/1950
6,6,1949-11-15,32-061,BLB,@,BOS,W (+5),,,1,,,6,7,.857,,,,8,1950,jeannbu01,https://www.basketball-reference.com/players/j/jeannbu01/gamelog/1950
7,7,1949-11-19,32-065,BLB,,BOS,L (-9),,,3,,,8,8,1.000,,,,14,1950,jeannbu01,https://www.basketball-reference.com/players/j/jeannbu01/gamelog/1950
8,8,1949-11-20,32-066,BLB,@,SHE,W (+5),,,1,4,.250,3,5,.600,,6,3,5,1950,jeannbu01,https://www.basketball-reference.com/players/j/jeannbu01/gamelog/1950
9,9,1949-11-23,32-069,BLB,@,MNL,L (-13),,,3,6,.500,4,5,.800,,11,3,10,1950,jeannbu01,https://www.basketball-reference.com/players/j/jeannbu01/gamelog/1950
10,10,1949-11-24,32-070,BLB,@,STB,W (+2),,,0,,,0,0,,,,,0,1950,jeannbu01,https://www.basketball-reference.com/players/j/jeannbu01/gamelog/1950
