Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,session,player,gamelog_url
1,1,1974-10-17,27-209,NOJ,@,NYK,L (-15),,22:00,1,4,0.25,,,,1,2,0.5,1.0,8.0,9,1.0,0.0,0.0,,3,3,1975,greenla01,https://www.basketball-reference.com/players/g/greenla01/gamelog/1975
2,2,1974-10-18,27-210,NOJ,@,PHI,L (-13),0.0,30:00,2,6,0.333,,,,0,2,0.0,,,10,0.0,,,,5,4,1975,greenla01,https://www.basketball-reference.com/players/g/greenla01/gamelog/1975
3,3,1974-10-19,27-211,NOJ,@,WSB,L (-18),,29:00,3,9,0.333,,,,4,7,0.571,,,16,0.0,,,,1,10,1975,greenla01,https://www.basketball-reference.com/players/g/greenla01/gamelog/1975
4,4,1974-10-22,27-214,NOJ,@,BUF,L (-16),1.0,27:00,0,5,0.0,,,,2,2,1.0,,,6,5.0,,,,5,2,1975,greenla01,https://www.basketball-reference.com/players/g/greenla01/gamelog/1975
5,5,1974-10-24,27-216,NOJ,,PHI,L (-13),1.0,42:00,4,9,0.444,,,,1,4,0.25,,,18,1.0,,,,5,9,1975,greenla01,https://www.basketball-reference.com/players/g/greenla01/gamelog/1975
6,6,1974-10-26,27-218,NOJ,,CLE,L (-2),1.0,29:00,5,8,0.625,,,,0,0,,4.0,12.0,16,1.0,1.0,1.0,,5,10,1975,greenla01,https://www.basketball-reference.com/players/g/greenla01/gamelog/1975
7,7,1974-10-30,27-222,NOJ,,HOU,L (-13),1.0,,2,5,0.4,,,,0,0,,,,9,1.0,,,,4,4,1975,greenla01,https://www.basketball-reference.com/players/g/greenla01/gamelog/1975
8,8,1974-11-01,27-224,NOJ,@,DET,L (-10),,,1,6,0.167,,,,0,0,,,,10,0.0,,,,5,2,1975,greenla01,https://www.basketball-reference.com/players/g/greenla01/gamelog/1975
9,9,1974-11-05,27-228,NOJ,@,KCO,L (-18),0.0,,0,1,0.0,,,,0,0,,0.0,0.0,0,0.0,,,,1,0,1975,greenla01,https://www.basketball-reference.com/players/g/greenla01/gamelog/1975
10,10,1974-11-06,27-229,NOJ,,BUF,L (-12),0.0,,2,5,0.4,,,,0,0,,,,5,3.0,,,,1,4,1975,greenla01,https://www.basketball-reference.com/players/g/greenla01/gamelog/1975
11,11,1974-11-08,27-231,NOJ,,PHO,L (-3),0.0,12:00,1,3,0.333,,,,0,0,,2.0,4.0,6,3.0,1.0,0.0,,0,2,1975,greenla01,https://www.basketball-reference.com/players/g/greenla01/gamelog/1975
12,12,1974-11-10,27-233,NOJ,,POR,W (+1),0.0,1:00,0,0,,,,,0,0,,0.0,0.0,0,0.0,0.0,0.0,,0,0,1975,greenla01,https://www.basketball-reference.com/players/g/greenla01/gamelog/1975
13,13,1974-11-15,27-238,NOJ,,WSB,L (-9),,3:00,1,4,0.25,,,,0,0,,,,1,1.0,,,,1,2,1975,greenla01,https://www.basketball-reference.com/players/g/greenla01/gamelog/1975
14,14,1974-11-16,27-239,NOJ,@,ATL,L (-26),0.0,,1,4,0.25,,,,1,3,0.333,,,3,,,,,1,3,1975,greenla01,https://www.basketball-reference.com/players/g/greenla01/gamelog/1975
15,15,1974-11-17,27-240,NOJ,,DET,L (-14),0.0,,1,1,1.0,,,,0,0,,0.0,0.0,0,0.0,,,,1,2,1975,greenla01,https://www.basketball-reference.com/players/g/greenla01/gamelog/1975
