Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,session,player,gamelog_url
1,1,1975-10-24,25-356,HOU,@,BOS,L (-15),0,7:00,1,3,.333,0,0,,,,1,0,,,2,2,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
2,2,1975-10-28,25-360,HOU,@,BUF,L (-16),0,14:00,1,5,.200,1,2,.500,0,0,0,4,,,4,3,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
3,3,1975-10-31,25-363,HOU,@,DET,L (-4),0,24:00,1,6,.167,0,0,,,,2,1,,,2,2,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
4,4,1975-11-02,26-000,HOU,,MIL,W (+15),0,14:00,1,1,1.000,0,0,,,,1,0,0,,1,2,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
5,5,1975-11-04,26-002,HOU,,NYK,W (+13),0,4:00,1,3,.333,2,2,1.000,,,1,0,0,,0,4,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
6,6,1975-11-12,26-010,HOU,,BUF,L (-13),0,1:00,0,0,,0,0,,0,0,0,0,1,,0,0,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
7,7,1975-11-13,26-011,HOU,@,NYK,L (-6),0,18:00,2,5,.400,2,2,1.000,0,0,0,2,1,,3,6,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
8,8,1975-11-15,26-013,HOU,,NOJ,W (+2),0,,2,2,1.000,2,3,.667,0,0,0,3,1,,4,6,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
9,9,1975-11-18,26-016,HOU,@,CLE,W (+4),0,11:00,1,2,.500,0,0,,0,0,0,4,0,0,1,2,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
10,10,1975-11-19,26-017,HOU,,LAL,L (-8),0,18:00,0,6,.000,2,2,1.000,1,3,4,2,1,0,3,2,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
11,11,1975-11-21,26-019,HOU,@,PHO,L (-15),0,8:00,1,2,.500,0,0,,0,0,0,1,0,0,0,2,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
12,12,1975-11-23,26-021,HOU,@,LAL,L (-11),0,17:00,3,4,.750,1,1,1.000,0,3,3,0,1,0,6,7,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
13,13,1975-11-25,26-023,HOU,@,WSB,W (+11),0,15:00,1,3,.333,0,0,,,,1,2,,,0,2,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
14,14,1975-11-26,26-024,HOU,,WSB,W (+12),0,22:00,2,5,.400,2,2,1.000,,,3,2,0,0,2,6,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
15,15,1975-11-29,26-027,HOU,,PHI,W (+1),0,17:00,1,4,.250,0,0,,0,0,0,1,1,,2,2,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
16,16,1975-12-02,26-030,HOU,@,CHI,W (+14),0,19:00,2,4,.500,0,0,,0,0,0,6,0,0,4,4,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
17,17,1975-12-03,26-031,HOU,,SEA,W (+6),0,25:00,3,4,.750,2,2,1.000,,,1,7,0,,5,8,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
18,18,1975-12-05,26-033,HOU,@,DET,L (-11),0,22:00,3,5,.600,3,3,1.000,,,3,2,,,3,9,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
19,19,1975-12-06,26-034,HOU,,DET,W (+9),0,22:00,2,8,.250,0,0,,,,3,2,2,0,2,4,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
20,20,1975-12-10,26-038,HOU,,PHO,L (-14),0,10:00,0,2,.000,0,0,,0,1,1,1,0,0,2,0,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
21,21,1975-12-16,26-044,HOU,@,KCK,W (+11),0,28:00,2,5,.400,0,0,,,,1,5,0,0,6,4,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
22,22,1975-12-17,26-045,HOU,@,BUF,L (-3),0,25:00,5,10,.500,0,0,,0,0,0,3,,,3,10,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
23,23,1975-12-19,26-047,HOU,,ATL,W (+6),0,24:00,3,4,.750,2,2,1.000,,,1,6,4,0,2,8,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
24,24,1975-12-20,26-048,HOU,@,ATL,L (-15),0,,2,,,0,0,,,,,,,,,4,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
25,25,1975-12-23,26-051,HOU,,CHI,W (+9),0,19:00,3,3,1.000,4,5,.800,0,2,2,1,0,0,4,10,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
26,26,1975-12-25,26-053,HOU,@,NOJ,L (-2),0,,0,4,.000,0,0,,,,2,1,0,0,5,0,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
27,27,1975-12-27,26-055,HOU,@,GSW,W (+3),0,11:00,1,6,.167,2,2,1.000,,,1,1,,,1,4,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
28,28,1975-12-28,26-056,HOU,@,SEA,L (-10),0,24:00,1,2,.500,0,0,,,,2,4,,0,5,2,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
29,29,1976-01-01,26-060,HOU,@,POR,W (+3),0,11:00,0,1,.000,1,3,.333,0,1,1,1,0,0,5,1,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
30,30,1976-01-03,26-062,HOU,@,MIL,L (-25),0,6:00,0,1,.000,0,0,,,,3,2,0,0,1,0,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
31,31,1976-01-05,26-064,HOU,@,CHI,L (-1),0,13:00,0,2,.000,0,0,,0,1,1,2,0,0,1,0,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
32,32,1976-01-07,26-066,HOU,,KCK,L (-2),0,25:00,2,4,.500,0,0,,,,2,6,0,0,4,4,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
33,33,1976-01-16,26-075,HOU,,GSW,L (-25),0,11:00,0,4,.000,0,0,,2,1,3,5,2,0,1,0,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
34,34,1976-01-17,26-076,HOU,,NOJ,L (-6),0,,1,1,1.000,2,4,.500,,,2,0,,,4,4,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
35,35,1976-01-19,26-078,HOU,,WSB,W (+19),0,21:00,4,5,.800,2,2,1.000,,,1,6,,,5,10,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
36,36,1976-01-23,26-082,HOU,@,PHO,L (-9),0,16:00,3,5,.600,0,0,,0,3,3,3,2,0,2,6,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
37,37,1976-01-24,26-083,HOU,,SEA,W (+7),0,8:00,0,0,,0,0,,,,1,4,,,2,0,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
38,38,1976-01-27,26-086,HOU,,PHI,W (+11),0,3:00,0,0,,2,2,1.000,0,0,0,0,,,1,2,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
39,39,1976-01-28,26-087,HOU,,CLE,W (+15),0,8:00,3,5,.600,0,0,,0,0,0,1,1,0,1,6,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
40,40,1976-01-29,26-088,HOU,@,KCK,L (-33),0,7:00,0,2,.000,2,2,1.000,,,1,1,0,0,1,2,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
41,41,1976-01-31,26-090,HOU,@,NYK,W (+16),0,4:00,1,2,.500,0,0,,0,0,0,1,,,0,2,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
42,42,1976-02-05,26-095,HOU,,NOJ,L (-3),0,,0,1,.000,0,0,,0,0,0,3,,,1,0,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
43,43,1976-02-09,26-099,HOU,,KCK,W (+19),0,2:00,0,0,,0,0,,0,0,0,0,0,0,1,0,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
44,44,1976-02-13,26-103,HOU,@,PHI,L (-25),0,,3,4,.750,1,2,.500,,,1,1,0,0,1,7,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
45,45,1976-02-14,26-104,HOU,@,WSB,L (-19),0,4:00,1,1,1.000,0,0,,0,0,0,0,,,1,2,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
46,46,1976-02-15,26-105,HOU,@,MIL,L (-8),0,9:00,0,3,.000,0,0,,0,0,0,1,0,0,1,0,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
47,47,1976-03-03,26-122,HOU,@,NOJ,W (+8),0,,0,0,,1,2,.500,0,0,0,0,,,0,1,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
48,48,1976-03-23,26-142,HOU,@,LAL,L (-19),0,10:00,1,2,.500,2,3,.667,0,2,2,1,0,0,1,4,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
49,49,1976-03-25,26-144,HOU,@,GSW,W (+19),0,3:00,0,0,,0,0,,0,0,0,1,1,0,0,0,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
50,50,1976-04-11,26-161,HOU,@,ATL,W (+11),0,18:00,2,7,.286,0,0,,,,1,5,2,1,4,4,1976,wohlda01,https://www.basketball-reference.com/players/w/wohlda01/gamelog/1976
