Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,session,player,gamelog_url
1,1,1968-10-18,22-234,PHO,,SEA,W (+9),,5:00,1,5,0.2,,,,0,0,,,,0,0,,4,2,1969,knowlro01,https://www.basketball-reference.com/players/k/knowlro01/gamelog/1969
2,2,1968-10-20,22-236,PHO,,BAL,L (-12),,3:00,0,0,,,,,0,0,,,,0,0,,0,0,1969,knowlro01,https://www.basketball-reference.com/players/k/knowlro01/gamelog/1969
3,3,1968-10-22,22-238,PHO,@,SFW,L (-8),,2:00,0,0,,,,,0,0,,,,0,0,,0,0,1969,knowlro01,https://www.basketball-reference.com/players/k/knowlro01/gamelog/1969
4,4,1968-10-24,22-240,PHO,,NYK,W (+17),,15:00,3,5,0.6,,,,0,1,0.0,,,7,0,,1,6,1969,knowlro01,https://www.basketball-reference.com/players/k/knowlro01/gamelog/1969
5,5,1968-10-27,22-243,PHO,,ATL,L (-23),,2:00,0,1,0.0,,,,0,0,,,,0,0,,0,0,1969,knowlro01,https://www.basketball-reference.com/players/k/knowlro01/gamelog/1969
6,6,1968-10-30,22-246,PHO,@,SEA,W (+7),,1:00,0,0,,,,,1,2,0.5,,,1,0,,0,1,1969,knowlro01,https://www.basketball-reference.com/players/k/knowlro01/gamelog/1969
7,7,1968-11-03,22-250,PHO,,LAL,L (-18),,7:00,0,0,,,,,0,0,,,,0,0,,2,0,1969,knowlro01,https://www.basketball-reference.com/players/k/knowlro01/gamelog/1969
8,8,1968-11-04,22-251,PHO,,SFW,L (-11),,5:00,0,3,0.0,,,,0,0,,,,1,0,,3,0,1969,knowlro01,https://www.basketball-reference.com/players/k/knowlro01/gamelog/1969
