href,text,player_id
/players/e/ewingpa01/gamelog/1986,1985-86,ewingpa01
/players/e/ewingpa01/gamelog/1987,1986-87,ewingpa01
/players/e/ewingpa01/gamelog/1988,1987-88,ewingpa01
/players/e/ewingpa01/gamelog/1989,1988-89,ewingpa01
/players/e/ewingpa01/gamelog/1990,1989-90,ewingpa01
/players/e/ewingpa01/gamelog/1991,1990-91,ewingpa01
/players/e/ewingpa01/gamelog/1992,1991-92,ewingpa01
/players/e/ewingpa01/gamelog/1993,1992-93,ewingpa01
/players/e/ewingpa01/gamelog/1994,1993-94,ewingpa01
/players/e/ewingpa01/gamelog/1995,1994-95,ewingpa01
/players/e/ewingpa01/gamelog/1996,1995-96,ewingpa01
/players/e/ewingpa01/gamelog/1997,1996-97,ewingpa01
/players/e/ewingpa01/gamelog/1998,1997-98,ewingpa01
/players/e/ewingpa01/gamelog/1999,1998-99,ewingpa01
/players/e/ewingpa01/gamelog/2000,1999-00,ewingpa01
/players/e/ewingpa01/gamelog/2001,2000-01,ewingpa01
/players/e/ewingpa01/gamelog/2002,2001-02,ewingpa01
/players/e/ewingpa01/gamelog-playoffs/,Career Playoffs,ewingpa01
