href,text,player_id
/players/a/austiis01/gamelog/1992,1991-92,austiis01
/players/a/austiis01/gamelog/1993,1992-93,austiis01
/players/a/austiis01/gamelog/1994,1993-94,austiis01
/players/a/austiis01/gamelog/1997,1996-97,austiis01
/players/a/austiis01/gamelog/1998,1997-98,austiis01
/players/a/austiis01/gamelog/1999,1998-99,austiis01
/players/a/austiis01/gamelog/2000,1999-00,austiis01
/players/a/austiis01/gamelog/2001,2000-01,austiis01
/players/a/austiis01/gamelog/2002,2001-02,austiis01
/players/a/austiis01/gamelog-playoffs/,Career Playoffs,austiis01
