href,text,player_id
/players/m/meschto01/gamelog/1962,1961-62,meschto01
/players/m/meschto01/gamelog/1963,1962-63,meschto01
/players/m/meschto01/gamelog/1964,1963-64,meschto01
/players/m/meschto01/gamelog/1965,1964-65,meschto01
/players/m/meschto01/gamelog/1966,1965-66,meschto01
/players/m/meschto01/gamelog/1967,1966-67,meschto01
/players/m/meschto01/gamelog/1968,1967-68,meschto01
/players/m/meschto01/gamelog/1969,1968-69,meschto01
/players/m/meschto01/gamelog/1970,1969-70,meschto01
/players/m/meschto01/gamelog/1971,1970-71,meschto01
/players/m/meschto01/gamelog-playoffs/,Career Playoffs,meschto01
