href,text,player_id
/players/c/caldwjo01/gamelog/1965,1964-65,caldwjo01
/players/c/caldwjo01/gamelog/1966,1965-66,caldwjo01
/players/c/caldwjo01/gamelog/1967,1966-67,caldwjo01
/players/c/caldwjo01/gamelog/1968,1967-68,caldwjo01
/players/c/caldwjo01/gamelog/1969,1968-69,caldwjo01
/players/c/caldwjo01/gamelog/1970,1969-70,caldwjo01
/players/c/caldwjo01/gamelog/1971/aba/,1970-71 (ABA),caldwjo01
/players/c/caldwjo01/gamelog/1972/aba/,1971-72 (ABA),caldwjo01
/players/c/caldwjo01/gamelog/1973/aba/,1972-73 (ABA),caldwjo01
/players/c/caldwjo01/gamelog/1974/aba/,1973-74 (ABA),caldwjo01
/players/c/caldwjo01/gamelog/1975/aba/,1974-75 (ABA),caldwjo01
/players/c/caldwjo01/gamelog-playoffs/,Career Playoffs,caldwjo01
