href,text,player_id
/players/m/milesed01/gamelog/1964,1963-64,milesed01
/players/m/milesed01/gamelog/1965,1964-65,milesed01
/players/m/milesed01/gamelog/1966,1965-66,milesed01
/players/m/milesed01/gamelog/1967,1966-67,milesed01
/players/m/milesed01/gamelog/1968,1967-68,milesed01
/players/m/milesed01/gamelog/1969,1968-69,milesed01
/players/m/milesed01/gamelog/1970,1969-70,milesed01
/players/m/milesed01/gamelog/1971,1970-71,milesed01
/players/m/milesed01/gamelog/1972,1971-72,milesed01
/players/m/milesed01/gamelog-playoffs/,Career Playoffs,milesed01
