href,text,player_id
/players/g/gallaha01/gamelog/1949,1948-49,gallaha01
/players/g/gallaha01/gamelog/1950,1949-50,gallaha01
/players/g/gallaha01/gamelog/1951,1950-51,gallaha01
/players/g/gallaha01/gamelog/1952,1951-52,gallaha01
/players/g/gallaha01/gamelog/1953,1952-53,gallaha01
/players/g/gallaha01/gamelog/1954,1953-54,gallaha01
/players/g/gallaha01/gamelog/1955,1954-55,gallaha01
/players/g/gallaha01/gamelog/1956,1955-56,gallaha01
/players/g/gallaha01/gamelog/1957,1956-57,gallaha01
/players/g/gallaha01/gamelog/1958,1957-58,gallaha01
/players/g/gallaha01/gamelog-playoffs/,Career Playoffs,gallaha01
