href,text,player_id
/players/d/davisan02/gamelog/2013,2012-13,davisan02
/players/d/davisan02/gamelog/2014,2013-14,davisan02
/players/d/davisan02/gamelog/2015,2014-15,davisan02
/players/d/davisan02/gamelog/2016,2015-16,davisan02
/players/d/davisan02/gamelog/2017,2016-17,davisan02
/players/d/davisan02/gamelog/2018,2017-18,davisan02
/players/d/davisan02/gamelog/2019,2018-19,davisan02
/players/d/davisan02/gamelog/2020,2019-20,davisan02
/players/d/davisan02/gamelog/2021,2020-21,davisan02
/players/d/davisan02/gamelog/2022,2021-22,davisan02
/players/d/davisan02/gamelog/2023,2022-23,davisan02
/players/d/davisan02/gamelog-playoffs/,Career Playoffs,davisan02
