href,text,player_id
/players/j/jarviji01/gamelog/1968/aba/,1967-68 (ABA),jarviji01
/players/j/jarviji01/gamelog/1969/aba/,1968-69 (ABA),jarviji01
/players/j/jarviji01/gamelog-playoffs/,Career Playoffs,jarviji01
