href,text,player_id
/players/b/barryri01/gamelog/1966,1965-66,barryri01
/players/b/barryri01/gamelog/1967,1966-67,barryri01
/players/b/barryri01/gamelog/1973,1972-73,barryri01
/players/b/barryri01/gamelog/1974,1973-74,barryri01
/players/b/barryri01/gamelog/1975,1974-75,barryri01
/players/b/barryri01/gamelog/1976,1975-76,barryri01
/players/b/barryri01/gamelog/1977,1976-77,barryri01
/players/b/barryri01/gamelog/1978,1977-78,barryri01
/players/b/barryri01/gamelog/1979,1978-79,barryri01
/players/b/barryri01/gamelog/1980,1979-80,barryri01
/players/b/barryri01/gamelog/1969/aba/,1968-69 (ABA),barryri01
/players/b/barryri01/gamelog/1970/aba/,1969-70 (ABA),barryri01
/players/b/barryri01/gamelog/1971/aba/,1970-71 (ABA),barryri01
/players/b/barryri01/gamelog/1972/aba/,1971-72 (ABA),barryri01
/players/b/barryri01/gamelog-playoffs/,Career Playoffs,barryri01
