href,text,player_id
/players/t/tschojo01/gamelog/1973,1972-73,tschojo01
/players/t/tschojo01/gamelog/1974,1973-74,tschojo01
/players/t/tschojo01/gamelog/1975,1974-75,tschojo01
/players/t/tschojo01/gamelog-playoffs/,Career Playoffs,tschojo01
