href,text,player_id
/players/m/madsema01/gamelog/2001,2000-01,madsema01
/players/m/madsema01/gamelog/2002,2001-02,madsema01
/players/m/madsema01/gamelog/2003,2002-03,madsema01
/players/m/madsema01/gamelog/2004,2003-04,madsema01
/players/m/madsema01/gamelog/2005,2004-05,madsema01
/players/m/madsema01/gamelog/2006,2005-06,madsema01
/players/m/madsema01/gamelog/2007,2006-07,madsema01
/players/m/madsema01/gamelog/2008,2007-08,madsema01
/players/m/madsema01/gamelog/2009,2008-09,madsema01
/players/m/madsema01/gamelog-playoffs/,Career Playoffs,madsema01
