href,text,player_id
/players/n/najered01/gamelog/2001,2000-01,najered01
/players/n/najered01/gamelog/2002,2001-02,najered01
/players/n/najered01/gamelog/2003,2002-03,najered01
/players/n/najered01/gamelog/2004,2003-04,najered01
/players/n/najered01/gamelog/2005,2004-05,najered01
/players/n/najered01/gamelog/2006,2005-06,najered01
/players/n/najered01/gamelog/2007,2006-07,najered01
/players/n/najered01/gamelog/2008,2007-08,najered01
/players/n/najered01/gamelog/2009,2008-09,najered01
/players/n/najered01/gamelog/2010,2009-10,najered01
/players/n/najered01/gamelog/2011,2010-11,najered01
/players/n/najered01/gamelog/2012,2011-12,najered01
/players/n/najered01/gamelog-playoffs/,Career Playoffs,najered01
