href,text,player_id
/players/p/persowe01/gamelog/1995,1994-95,persowe01
/players/p/persowe01/gamelog/1996,1995-96,persowe01
/players/p/persowe01/gamelog/1997,1996-97,persowe01
/players/p/persowe01/gamelog/1998,1997-98,persowe01
/players/p/persowe01/gamelog/1999,1998-99,persowe01
/players/p/persowe01/gamelog/2000,1999-00,persowe01
/players/p/persowe01/gamelog/2001,2000-01,persowe01
/players/p/persowe01/gamelog/2002,2001-02,persowe01
/players/p/persowe01/gamelog/2003,2002-03,persowe01
/players/p/persowe01/gamelog/2004,2003-04,persowe01
/players/p/persowe01/gamelog/2005,2004-05,persowe01
/players/p/persowe01/gamelog-playoffs/,Career Playoffs,persowe01
