href,text,player_id
/players/h/huntele01/gamelog/1965,1964-65,huntele01
/players/h/huntele01/gamelog/1968/aba/,1967-68 (ABA),huntele01
/players/h/huntele01/gamelog/1969/aba/,1968-69 (ABA),huntele01
/players/h/huntele01/gamelog/1970/aba/,1969-70 (ABA),huntele01
/players/h/huntele01/gamelog/1971/aba/,1970-71 (ABA),huntele01
/players/h/huntele01/gamelog/1972/aba/,1971-72 (ABA),huntele01
/players/h/huntele01/gamelog/1973/aba/,1972-73 (ABA),huntele01
/players/h/huntele01/gamelog-playoffs/,Career Playoffs,huntele01
