href,text,player_id
/players/t/thompmy01/gamelog/1979,1978-79,thompmy01
/players/t/thompmy01/gamelog/1981,1980-81,thompmy01
/players/t/thompmy01/gamelog/1982,1981-82,thompmy01
/players/t/thompmy01/gamelog/1983,1982-83,thompmy01
/players/t/thompmy01/gamelog/1984,1983-84,thompmy01
/players/t/thompmy01/gamelog/1985,1984-85,thompmy01
/players/t/thompmy01/gamelog/1986,1985-86,thompmy01
/players/t/thompmy01/gamelog/1987,1986-87,thompmy01
/players/t/thompmy01/gamelog/1988,1987-88,thompmy01
/players/t/thompmy01/gamelog/1989,1988-89,thompmy01
/players/t/thompmy01/gamelog/1990,1989-90,thompmy01
/players/t/thompmy01/gamelog/1991,1990-91,thompmy01
/players/t/thompmy01/gamelog-playoffs/,Career Playoffs,thompmy01
