href,text,player_id
/players/j/jonesji01/gamelog/1975,1974-75,jonesji01
/players/j/jonesji01/gamelog/1976,1975-76,jonesji01
/players/j/jonesji01/gamelog/1977,1976-77,jonesji01
/players/j/jonesji01/gamelog/1968/aba/,1967-68 (ABA),jonesji01
/players/j/jonesji01/gamelog/1969/aba/,1968-69 (ABA),jonesji01
/players/j/jonesji01/gamelog/1970/aba/,1969-70 (ABA),jonesji01
/players/j/jonesji01/gamelog/1971/aba/,1970-71 (ABA),jonesji01
/players/j/jonesji01/gamelog/1972/aba/,1971-72 (ABA),jonesji01
/players/j/jonesji01/gamelog/1973/aba/,1972-73 (ABA),jonesji01
/players/j/jonesji01/gamelog/1974/aba/,1973-74 (ABA),jonesji01
/players/j/jonesji01/gamelog-playoffs/,Career Playoffs,jonesji01
