href,text,player_id
/players/s/simonan01/gamelog/2019,2018-19,simonan01
/players/s/simonan01/gamelog/2020,2019-20,simonan01
/players/s/simonan01/gamelog/2021,2020-21,simonan01
/players/s/simonan01/gamelog/2022,2021-22,simonan01
/players/s/simonan01/gamelog/2023,2022-23,simonan01
/players/s/simonan01/gamelog-playoffs/,Career Playoffs,simonan01
