href,text,player_id
/players/m/mohamna01/gamelog/1999,1998-99,mohamna01
/players/m/mohamna01/gamelog/2000,1999-00,mohamna01
/players/m/mohamna01/gamelog/2001,2000-01,mohamna01
/players/m/mohamna01/gamelog/2002,2001-02,mohamna01
/players/m/mohamna01/gamelog/2003,2002-03,mohamna01
/players/m/mohamna01/gamelog/2004,2003-04,mohamna01
/players/m/mohamna01/gamelog/2005,2004-05,mohamna01
/players/m/mohamna01/gamelog/2006,2005-06,mohamna01
/players/m/mohamna01/gamelog/2007,2006-07,mohamna01
/players/m/mohamna01/gamelog/2008,2007-08,mohamna01
/players/m/mohamna01/gamelog/2009,2008-09,mohamna01
/players/m/mohamna01/gamelog/2010,2009-10,mohamna01
/players/m/mohamna01/gamelog/2011,2010-11,mohamna01
/players/m/mohamna01/gamelog/2012,2011-12,mohamna01
/players/m/mohamna01/gamelog/2013,2012-13,mohamna01
/players/m/mohamna01/gamelog/2014,2013-14,mohamna01
/players/m/mohamna01/gamelog/2015,2014-15,mohamna01
/players/m/mohamna01/gamelog/2016,2015-16,mohamna01
/players/m/mohamna01/gamelog-playoffs/,Career Playoffs,mohamna01
