href,text,player_id
/players/a/allento01/gamelog/2005,2004-05,allento01
/players/a/allento01/gamelog/2006,2005-06,allento01
/players/a/allento01/gamelog/2007,2006-07,allento01
/players/a/allento01/gamelog/2008,2007-08,allento01
/players/a/allento01/gamelog/2009,2008-09,allento01
/players/a/allento01/gamelog/2010,2009-10,allento01
/players/a/allento01/gamelog/2011,2010-11,allento01
/players/a/allento01/gamelog/2012,2011-12,allento01
/players/a/allento01/gamelog/2013,2012-13,allento01
/players/a/allento01/gamelog/2014,2013-14,allento01
/players/a/allento01/gamelog/2015,2014-15,allento01
/players/a/allento01/gamelog/2016,2015-16,allento01
/players/a/allento01/gamelog/2017,2016-17,allento01
/players/a/allento01/gamelog/2018,2017-18,allento01
/players/a/allento01/gamelog-playoffs/,Career Playoffs,allento01
