href,text,player_id
/players/d/dallmho01/gamelog/1947,1946-47,dallmho01
/players/d/dallmho01/gamelog/1948,1947-48,dallmho01
/players/d/dallmho01/gamelog/1949,1948-49,dallmho01
/players/d/dallmho01/gamelog-playoffs/,Career Playoffs,dallmho01
