href,text,player_id
/players/j/jefferi01/gamelog/2002,2001-02,jefferi01
/players/j/jefferi01/gamelog/2003,2002-03,jefferi01
/players/j/jefferi01/gamelog/2004,2003-04,jefferi01
/players/j/jefferi01/gamelog/2005,2004-05,jefferi01
/players/j/jefferi01/gamelog/2006,2005-06,jefferi01
/players/j/jefferi01/gamelog/2007,2006-07,jefferi01
/players/j/jefferi01/gamelog/2008,2007-08,jefferi01
/players/j/jefferi01/gamelog/2009,2008-09,jefferi01
/players/j/jefferi01/gamelog/2010,2009-10,jefferi01
/players/j/jefferi01/gamelog/2011,2010-11,jefferi01
/players/j/jefferi01/gamelog/2012,2011-12,jefferi01
/players/j/jefferi01/gamelog/2013,2012-13,jefferi01
/players/j/jefferi01/gamelog/2014,2013-14,jefferi01
/players/j/jefferi01/gamelog/2015,2014-15,jefferi01
/players/j/jefferi01/gamelog/2016,2015-16,jefferi01
/players/j/jefferi01/gamelog/2017,2016-17,jefferi01
/players/j/jefferi01/gamelog/2018,2017-18,jefferi01
/players/j/jefferi01/gamelog-playoffs/,Career Playoffs,jefferi01
