href,text,player_id
/players/h/hardeja01/gamelog/2010,2009-10,hardeja01
/players/h/hardeja01/gamelog/2011,2010-11,hardeja01
/players/h/hardeja01/gamelog/2012,2011-12,hardeja01
/players/h/hardeja01/gamelog/2013,2012-13,hardeja01
/players/h/hardeja01/gamelog/2014,2013-14,hardeja01
/players/h/hardeja01/gamelog/2015,2014-15,hardeja01
/players/h/hardeja01/gamelog/2016,2015-16,hardeja01
/players/h/hardeja01/gamelog/2017,2016-17,hardeja01
/players/h/hardeja01/gamelog/2018,2017-18,hardeja01
/players/h/hardeja01/gamelog/2019,2018-19,hardeja01
/players/h/hardeja01/gamelog/2020,2019-20,hardeja01
/players/h/hardeja01/gamelog/2021,2020-21,hardeja01
/players/h/hardeja01/gamelog/2022,2021-22,hardeja01
/players/h/hardeja01/gamelog/2023,2022-23,hardeja01
/players/h/hardeja01/gamelog-playoffs/,Career Playoffs,hardeja01
