href,text,player_id
/players/b/bradlbi01/gamelog/1968,1967-68,bradlbi01
/players/b/bradlbi01/gamelog/1969,1968-69,bradlbi01
/players/b/bradlbi01/gamelog/1970,1969-70,bradlbi01
/players/b/bradlbi01/gamelog/1971,1970-71,bradlbi01
/players/b/bradlbi01/gamelog/1972,1971-72,bradlbi01
/players/b/bradlbi01/gamelog/1973,1972-73,bradlbi01
/players/b/bradlbi01/gamelog/1974,1973-74,bradlbi01
/players/b/bradlbi01/gamelog/1975,1974-75,bradlbi01
/players/b/bradlbi01/gamelog/1976,1975-76,bradlbi01
/players/b/bradlbi01/gamelog/1977,1976-77,bradlbi01
/players/b/bradlbi01/gamelog-playoffs/,Career Playoffs,bradlbi01
