player,Season,age,tm,team,pos,ht,wt,colleges,g,gs,mp,fg,fga,fg_pct,thr_pt,thr_pt_at,thr_pt_pct,ft,ft_at,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,salary
abdelal01,1990-91,23.859375,POR,Portland Trail Blazers,F-C,82,240,Duke,7928,53,1020,2.421875,4.828125,0.4904468085106383,0,0.01171875,0,0.87890625,1.25390625,0.6932543859649123,1.10546875,2.19921875,3.3046875,0.33203125,0.27734375,0.2734375,0.96484375,1.890625,5.72265625,395000
abdelal01,1991-92,23.859375,POR,Portland Trail Blazers,F-C,82,240,Duke,7928,53,1020,2.421875,4.828125,0.4904468085106383,0,0.01171875,0,0.87890625,1.25390625,0.6932543859649123,1.10546875,2.19921875,3.3046875,0.33203125,0.27734375,0.2734375,0.96484375,1.890625,5.72265625,494000
abdelal01,1992-93,23.859375,POR,Boston Celtics,F-C,82,240,Duke,7928,53,1020,2.421875,4.828125,0.4904468085106383,0,0.01171875,0,0.87890625,1.25390625,0.6932543859649123,1.10546875,2.19921875,3.3046875,0.33203125,0.27734375,0.2734375,0.96484375,1.890625,5.72265625,500000
abdelal01,1993-94,23.859375,POR,Boston Celtics,F-C,82,240,Duke,7928,53,1020,2.421875,4.828125,0.4904468085106383,0,0.01171875,0,0.87890625,1.25390625,0.6932543859649123,1.10546875,2.19921875,3.3046875,0.33203125,0.27734375,0.2734375,0.96484375,1.890625,5.72265625,805000
abdelal01,1994-95,23.859375,POR,Sacramento Kings,F-C,82,240,Duke,7928,53,1020,2.421875,4.828125,0.4904468085106383,0,0.01171875,0,0.87890625,1.25390625,0.6932543859649123,1.10546875,2.19921875,3.3046875,0.33203125,0.27734375,0.2734375,0.96484375,1.890625,5.72265625,650000
abdulka01,1984-85,31.48525641025641,MIL,Los Angeles Lakers,C,86,225,UCLA,61903,1476,2205.0977835723597,10.151923076923078,18.136334405144694,0.5669697554697555,0.0012706480304955528,0.021601016518424398,0.058823529411764705,4.302564102564102,5.962820512820513,0.7291161202185792,2.259113300492611,7.151724137931034,11.181410256410256,3.6255619781631343,0.9219600725952813,2.5833333333333335,2.7147766323024056,2.977390180878553,24.60705128205128,1530000
abdulka01,1985-86,31.48525641025641,MIL,Los Angeles Lakers,C,86,225,UCLA,61903,1476,2205.0977835723597,10.151923076923078,18.136334405144694,0.5669697554697555,0.0012706480304955528,0.021601016518424398,0.058823529411764705,4.302564102564102,5.962820512820513,0.7291161202185792,2.259113300492611,7.151724137931034,11.181410256410256,3.6255619781631343,0.9219600725952813,2.5833333333333335,2.7147766323024056,2.977390180878553,24.60705128205128,2030000
abdulka01,1987-88,31.48525641025641,MIL,Los Angeles Lakers,C,86,225,UCLA,61903,1476,2205.0977835723597,10.151923076923078,18.136334405144694,0.5669697554697555,0.0012706480304955528,0.021601016518424398,0.058823529411764705,4.302564102564102,5.962820512820513,0.7291161202185792,2.259113300492611,7.151724137931034,11.181410256410256,3.6255619781631343,0.9219600725952813,2.5833333333333335,2.7147766323024056,2.977390180878553,24.60705128205128,2000000
abdulka01,1988-89,31.48525641025641,MIL,Los Angeles Lakers,C,86,225,UCLA,61903,1476,2205.0977835723597,10.151923076923078,18.136334405144694,0.5669697554697555,0.0012706480304955528,0.021601016518424398,0.058823529411764705,4.302564102564102,5.962820512820513,0.7291161202185792,2.259113300492611,7.151724137931034,11.181410256410256,3.6255619781631343,0.9219600725952813,2.5833333333333335,2.7147766323024056,2.977390180878553,24.60705128205128,3000000
abdulma02,1990-91,25.339506172839506,DEN,Denver Nuggets,G,73,162,LSU,20721,336,1686.5740402193785,5.996587030716723,13.554607508532424,0.42183561643835615,0.8088737201365188,2.2849829351535837,0.30271106094808126,1.7935153583617747,1.9812286689419796,0.900288409703504,0.37372013651877134,1.4812286689419796,1.8549488054607508,3.54778156996587,0.8310580204778157,0.07849829351535836,1.6433447098976108,1.8873720136518772,14.595563139931741,1660000
